,CustomerId,CustomerGender,ProductName,ProductPrice,CostOfGood,ProductCategory,CustomerCountry,CustomerContinent,OrderTime,OrderDay,OrderMonth,QuantitySold,discountPercentage,salePrice,OrderYear,ExpectedProfit,PricePerQuantity,dateOfPurchase,ProfitMade
1394,4451,Female,Towels,560.0,280.0,Industrial,Philippines,Asia,23:22:00,24,May,1,5.0,532.0,2017,280.0,532.0,2017-05-24,252.0
1395,3868,Female,Towels,746.0,343.16,Shoes,Haiti,North America,16:32:00,7,February,1,3.0,723.62,2017,402.84,723.62,2017-02-07,380.46
1396,975,Female,Chicken,826.0,503.86,Books,Gabon,Africa,18:39:00,5,December,2,4.0,1585.92,2020,322.14,792.96,2020-12-05,578.2
1397,3282,Male,Computer,232.0,183.28,Sports,France,Europe,21:55:00,4,February,9,2.0,2046.24,2020,48.72,227.36,2020-02-04,396.72
1398,4038,Female,Table,206.0,133.9,Home,Greece,Europe,22:25:00,22,October,5,2.0,1009.4,2016,72.1,201.88,2016-10-22,339.9
1399,3306,Male,Cheese,824.0,535.6,Computers,Central African Republic,Africa,15:21:00,15,July,9,9.0,6748.56,2017,288.4,749.84,2017-07-15,1928.1599999999999
1400,430,Female,Tuna,241.0,108.45,Industrial,Bolivia,South America,15:27:00,3,May,1,8.0,221.72,2017,132.55,221.72,2017-05-03,113.27
1401,936,Male,Bike,623.0,442.33,Home,Iceland,Europe,15:50:00,6,July,2,7.000000000000001,1158.78,2017,180.67000000000002,579.39,2017-07-06,274.12
1402,1155,Female,Shoes,207.0,120.06,Electronics,Estonia,Europe,21:21:00,29,January,8,7.000000000000001,1540.08,2018,86.94,192.51,2018-01-29,579.5999999999999
1403,1563,Male,Shirt,764.0,191.0,Home,Malaysia,Asia,17:49:00,27,March,3,6.0,2154.48,2016,573.0,718.16,2016-03-27,1581.48
1404,3866,Female,Cheese,113.0,73.45,Books,Ghana,Africa,18:40:00,28,September,2,1.0,223.74,2019,39.55,111.87,2019-09-28,76.84
1405,2178,Female,Fish,176.0,95.04,Shoes,Panama,North America,15:33:00,22,July,4,5.0,668.8,2017,80.96,167.2,2017-07-22,288.63999999999993
1406,3388,Male,Car,404.0,246.44,Clothing,Albania,Europe,23:12:00,23,February,5,3.0,1959.4,2016,157.56,391.88,2016-02-23,727.2
1407,1609,Male,Computer,359.0,218.99,Grocery,Yemen,Asia,11:32:00,5,June,9,10.0,2907.9,2017,140.01,323.1,2017-06-05,936.99
1408,2562,Male,Tuna,696.0,146.15999999999997,Jewelery,Gambia,Africa,14:57:00,13,September,10,4.0,6681.599999999999,2020,549.84,668.16,2020-09-13,5220.0
1409,3930,Female,Fish,452.0,325.44,Industrial,French Polynesia,Oceania,22:42:00,26,August,2,10.0,813.6,2020,126.56,406.8,2020-08-26,162.72000000000003
1410,2220,Female,Shirt,432.0,224.64,Garden,Dominica,North America,18:52:00,17,September,8,7.000000000000001,3214.08,2019,207.36,401.76,2019-09-17,1416.96
1411,3162,Female,Car,409.0,278.12,Garden,Pitcairn,Oceania,16:35:00,28,February,10,10.0,3681.0,2016,130.88,368.1,2016-02-28,899.8000000000002
1412,907,Male,Hat,417.0,91.74,Beauty,Lebanon,Asia,15:24:00,2,February,5,2.0,2043.3,2019,325.26,408.65999999999997,2019-02-02,1584.6
1413,3479,Female,Gloves,831.0,506.91,Grocery,Denmark,Europe,10:26:00,7,December,1,6.0,781.14,2016,324.09,781.14,2016-12-07,274.22999999999996
1414,3675,Male,Chair,779.0,397.29,Shoes,Costa Rica,North America,22:35:00,19,April,3,3.0,2266.89,2017,381.71,755.63,2017-04-19,1075.0199999999998
1415,1808,Female,Cheese,791.0,340.13,Tools,Australia,Oceania,16:19:00,30,November,7,4.0,5315.52,2016,450.87,759.36,2016-11-30,2934.6100000000006
1416,2300,Male,Gloves,693.0,332.64,Home,Mongolia,Asia,16:46:00,24,July,10,6.0,6514.2,2020,360.36,651.42,2020-07-24,3187.8
1417,682,Female,Chips,370.0,107.3,Outdoors,Azerbaijan,Asia,12:54:00,29,July,5,8.0,1702.0,2017,262.7,340.4,2017-07-29,1165.5
1418,4077,Female,Bacon,419.0,205.31,Tools,Madagascar,Africa,20:16:00,2,August,3,2.0,1231.86,2020,213.69,410.61999999999995,2020-08-02,615.9299999999998
1419,2499,Male,Sausages,327.0,212.55,Music,Guinea,Africa,16:46:00,3,November,3,7.000000000000001,912.33,2020,114.44999999999999,304.11,2020-11-03,274.67999999999995
1420,4268,Female,Pizza,246.0,66.41999999999999,Baby,Turkmenistan,Asia,14:33:00,19,November,8,10.0,1771.2,2019,179.58,221.4,2019-11-19,1239.8400000000001
1421,1824,Female,Pants,478.0,296.36,Grocery,Gibraltar,Europe,21:57:00,27,June,4,1.0,1892.88,2017,181.64,473.22,2017-06-27,707.44
1422,3506,Male,Towels,106.0,28.620000000000005,Shoes,Egypt,Africa,18:34:00,9,October,6,1.0,629.64,2020,77.38,104.94,2020-10-09,457.91999999999996
1423,781,Male,Chair,998.0,638.72,Toys,Syria,Asia,12:45:00,15,December,2,4.0,1916.16,2017,359.28,958.08,2017-12-15,638.72
1424,3026,Female,Shirt,526.0,331.38,Books,Panama,North America,15:55:00,21,February,9,3.0,4591.9800000000005,2019,194.62,510.22,2019-02-21,1609.5600000000004
1425,1473,Male,Soap,872.0,427.28,Games,Slovakia,Europe,17:30:00,28,April,3,4.0,2511.36,2017,444.72,837.12,2017-04-28,1229.5200000000002
1426,3110,Male,Car,210.0,98.7,Baby,Dominica,North America,14:51:00,1,November,4,5.0,798.0,2016,111.3,199.5,2016-11-01,403.2
1427,1507,Male,Salad,260.0,169.0,Jewelery,Hong Kong,Asia,16:54:00,30,November,8,2.0,2038.4,2019,91.0,254.8,2019-11-30,686.4000000000001
1428,346,Male,Car,890.0,649.7,Electronics,Jordan,Asia,23:21:00,27,January,5,8.0,4094.0,2020,240.29999999999995,818.8,2020-01-27,845.5
1429,476,Female,Fish,398.0,87.56,Movies,Saint Vincent and the Grenadines,North America,22:31:00,10,November,7,7.000000000000001,2590.98,2019,310.44,370.14,2019-11-10,1978.06
1430,4105,Male,Ball,475.0,99.75,Industrial,Vanuatu,Oceania,23:36:00,12,March,6,3.0,2764.5,2020,375.25,460.75,2020-03-12,2166.0
1431,2955,Male,Computer,796.0,246.76,Clothing,Oman,Asia,20:26:00,4,October,1,1.0,788.04,2020,549.24,788.04,2020-10-04,541.28
1432,3933,Female,Computer,613.0,263.59,Beauty,Moldova,Europe,19:24:00,9,April,3,7.000000000000001,1710.27,2017,349.41,570.09,2017-04-09,919.5
1433,37,Female,Salad,639.0,306.72,Games,Macedonia,Europe,23:23:00,16,September,9,5.0,5463.45,2019,332.28,607.05,2019-09-16,2702.9699999999993
1434,3396,Male,Ball,551.0,203.87,Music,United Arab Emirates,Asia,11:13:00,9,October,1,9.0,501.41,2019,347.13,501.41,2019-10-09,297.54
1435,1239,Male,Salad,907.0,734.67,Automotive,Ghana,Africa,11:20:00,28,May,5,9.0,4126.85,2017,172.33000000000004,825.3700000000001,2017-05-28,453.50000000000045
1436,3038,Male,Car,884.0,636.48,Beauty,Brazil,South America,22:28:00,6,February,8,7.000000000000001,6576.96,2017,247.51999999999998,822.12,2017-02-06,1485.12
1437,2145,Male,Towels,9.0,2.52,Movies,Bahamas,North America,12:25:00,1,October,10,10.0,81.0,2019,6.48,8.1,2019-10-01,55.8
1438,3017,Female,Ball,174.0,132.24,Music,U.S. Virgin Islands,North America,15:57:00,19,September,3,5.0,495.9,2017,41.75999999999999,165.29999999999998,2017-09-19,99.17999999999995
1439,3081,Male,Bacon,982.0,618.6600000000001,Sports,Bolivia,South America,10:41:00,13,May,6,2.0,5774.16,2017,363.3399999999999,962.36,2017-05-13,2062.1999999999994
1440,854,Male,Shirt,687.0,528.99,Tools,Equatorial Guinea,Africa,20:52:00,15,April,4,2.0,2693.04,2017,158.01,673.26,2017-04-15,577.0799999999999
1441,3276,Female,Tuna,230.0,174.8,Toys,Northern Mariana Islands,Oceania,13:38:00,30,June,6,2.0,1352.4,2016,55.19999999999999,225.4,2016-06-30,303.5999999999999
1442,1456,Female,Sausages,308.0,113.96,Clothing,Palau,Oceania,15:59:00,14,February,6,3.0,1792.56,2017,194.04000000000002,298.76,2017-02-14,1108.8
1443,3140,Male,Mouse,33.0,23.76,Tools,Austria,Europe,23:41:00,9,February,9,5.0,282.15000000000003,2019,9.239999999999998,31.350000000000005,2019-02-09,68.31000000000003
1444,3776,Male,Chair,331.0,76.13,Baby,Maldives,Asia,13:29:00,18,October,10,10.0,2979.0,2016,254.87,297.9,2016-10-18,2217.7
1445,212,Female,Keyboard,99.0,71.28,Grocery,South Africa,Africa,22:47:00,21,March,8,6.0,744.48,2018,27.72,93.06,2018-03-21,174.24
1446,4616,Male,Table,826.0,462.56,Music,Portugal,Europe,13:12:00,1,November,6,1.0,4906.4400000000005,2017,363.44,817.7400000000001,2017-11-01,2131.0800000000004
1447,2527,Male,Keyboard,545.0,130.8,Books,Iraq,Asia,16:27:00,11,August,7,6.0,3586.0999999999995,2018,414.2,512.3,2018-08-11,2670.499999999999
1448,410,Female,Chair,965.0,685.15,Industrial,Ecuador,South America,14:37:00,17,September,1,1.0,955.35,2018,279.85,955.35,2018-09-17,270.20000000000005
1449,3611,Male,Pants,141.0,33.84,Sports,Kenya,Africa,14:18:00,3,August,3,8.0,389.16,2020,107.16,129.72,2020-08-03,287.64
1450,3820,Female,Chair,775.0,643.25,Industrial,Mayotte,Africa,16:17:00,27,September,4,1.0,3069.0,2020,131.75,767.25,2020-09-27,496.0
1451,3133,Female,Table,925.0,194.25,Music,Turkmenistan,Asia,20:14:00,1,May,7,4.0,6216.0,2020,730.75,888.0,2020-05-01,4856.25
1452,3306,Male,Pants,50.0,33.5,Grocery,Bahrain,Asia,10:35:00,16,May,4,5.0,190.0,2017,16.5,47.5,2017-05-16,56.0
1453,3653,Female,Salad,805.0,676.2,Computers,Antigua and Barbuda,North America,17:24:00,19,April,1,2.0,788.9,2018,128.79999999999995,788.9,2018-04-19,112.69999999999993
1454,1509,Male,Soap,606.0,315.12,Toys,Mexico,North America,19:37:00,23,August,1,10.0,545.4,2019,290.88,545.4,2019-08-23,230.27999999999997
1455,4024,Female,Bike,30.0,9.0,Automotive,Belize,North America,15:39:00,16,November,1,3.0,29.1,2016,21.0,29.1,2016-11-16,20.1
1456,824,Male,Shirt,759.0,478.17,Tools,Puerto Rico,North America,19:15:00,3,January,10,10.0,6831.0,2016,280.83,683.1,2016-01-03,2049.3
1457,2562,Female,Bike,873.0,715.86,Computers,France,Europe,15:29:00,15,April,8,5.0,6634.8,2016,157.14,829.35,2016-04-15,907.9200000000001
1458,1626,Female,Chair,374.0,287.98,Industrial,Ecuador,South America,13:52:00,3,December,1,9.0,340.34000000000003,2017,86.01999999999998,340.34000000000003,2017-12-03,52.360000000000014
1459,1821,Male,Keyboard,878.0,430.22,Beauty,United States,North America,14:30:00,8,September,5,8.0,4038.8,2018,447.78,807.76,2018-09-08,1887.6999999999998
1460,3832,Male,Gloves,630.0,409.5,Movies,South Georgia and the South Sandwich Islands,Antarctica,18:59:00,10,May,3,1.0,1871.1,2019,220.5,623.6999999999999,2019-05-10,642.5999999999999
1461,4027,Male,Bike,800.0,200.0,Garden,East Timor,Oceania,16:40:00,28,July,3,3.0,2328.0,2020,600.0,776.0,2020-07-28,1728.0
1462,310,Male,Table,520.0,249.6,Jewelery,Colombia,South America,17:33:00,7,August,10,5.0,4940.0,2017,270.4,494.0,2017-08-07,2444.0
1463,157,Female,Pants,832.0,607.36,Jewelery,Palau,Oceania,17:47:00,27,February,1,10.0,748.8,2018,224.64,748.8,2018-02-27,141.43999999999994
1464,3335,Female,Shoes,303.0,163.62,Games,Vanuatu,Oceania,13:22:00,25,July,4,9.0,1102.92,2016,139.38,275.73,2016-07-25,448.44000000000005
1465,1970,Male,Towels,803.0,521.95,Garden,Peru,South America,14:33:00,13,December,9,3.0,7010.19,2017,281.04999999999995,778.91,2017-12-13,2312.6399999999994
1466,3922,Female,Shirt,735.0,404.25,Grocery,Nauru,Oceania,14:50:00,17,March,2,5.0,1396.5,2016,330.75,698.25,2016-03-17,588.0
1467,1575,Male,Hat,781.0,460.79,Industrial,Myanmar,Asia,20:19:00,1,December,3,5.0,2225.8500000000004,2019,320.21,741.9500000000002,2019-12-01,843.4800000000002
1468,2434,Female,Pants,265.0,60.94999999999999,Home,Equatorial Guinea,Africa,21:44:00,2,January,6,2.0,1558.1999999999998,2017,204.05,259.7,2017-01-02,1192.5
1469,3119,Female,Table,450.0,265.5,Kids,Turkey,Asia,19:48:00,27,October,10,9.0,4095.0,2018,184.5,409.5,2018-10-27,1440.0
1470,3242,Female,Keyboard,92.0,38.64,Tools,Cook Islands,Oceania,15:16:00,18,October,6,7.000000000000001,513.36,2018,53.36,85.56,2018-10-18,281.52
1471,2499,Female,Bike,686.0,493.92,Garden,New Caledonia,Oceania,23:37:00,7,January,9,9.0,5618.34,2017,192.07999999999998,624.26,2017-01-07,1173.0600000000004
1472,4260,Male,Sausages,707.0,558.53,Health,"Bonaire, Saint Eustatius and Saba ",North America,23:23:00,9,September,2,1.0,1399.86,2020,148.47000000000003,699.93,2020-09-09,282.79999999999995
1473,389,Male,Bike,308.0,92.4,Tools,Eritrea,Africa,22:31:00,27,May,5,10.0,1386.0,2016,215.6,277.2,2016-05-27,924.0
1474,1234,Male,Bike,641.0,358.96,Beauty,Somalia,Africa,14:22:00,24,October,7,9.0,4083.17,2016,282.04,583.3100000000001,2016-10-24,1570.4500000000003
1475,1031,Female,Chicken,454.0,199.76,Music,Jordan,Asia,13:34:00,1,September,1,8.0,417.68,2018,254.24,417.68,2018-09-01,217.92000000000002
1476,3448,Female,Chair,44.0,22.44,Kids,Cayman Islands,North America,15:50:00,22,June,3,8.0,121.44,2020,21.56,40.48,2020-06-22,54.11999999999999
1477,4557,Female,Shoes,831.0,656.49,Shoes,Oman,Asia,18:35:00,1,December,4,10.0,2991.6,2017,174.51,747.9,2017-12-01,365.6399999999999
1478,4364,Male,Chips,939.0,544.62,Baby,Guernsey,Europe,19:12:00,11,August,7,7.000000000000001,6112.889999999999,2018,394.38,873.2699999999999,2018-08-11,2300.5499999999993
1479,551,Male,Tuna,906.0,688.56,Jewelery,Uzbekistan,Asia,18:18:00,4,August,8,8.0,6668.16,2018,217.44000000000005,833.52,2018-08-04,1159.6800000000003
1480,3322,Female,Pants,623.0,479.71,Garden,Armenia,Asia,10:42:00,22,November,8,5.0,4734.8,2020,143.29000000000002,591.85,2020-11-22,897.1200000000003
1481,112,Female,Salad,643.0,173.61,Electronics,Chile,South America,13:29:00,11,March,6,6.0,3626.52,2016,469.39,604.42,2016-03-11,2584.8599999999997
1482,4495,Female,Computer,894.0,232.44000000000003,Home,Anguilla,North America,13:29:00,5,January,2,10.0,1609.2,2017,661.56,804.6,2017-01-05,1144.32
1483,2206,Female,Bacon,1.0,0.6699999999999999,Outdoors,Vietnam,Asia,19:44:00,20,April,8,9.0,7.28,2016,0.33000000000000007,0.91,2016-04-20,1.9200000000000008
1484,2415,Female,Table,88.0,66.0,Music,Antarctica,Antarctica,11:36:00,10,January,9,10.0,712.8000000000001,2017,22.0,79.2,2017-01-10,118.80000000000007
1485,1172,Female,Chair,331.0,119.16,Grocery,Cyprus,Europe,22:41:00,6,April,8,7.000000000000001,2462.64,2016,211.84,307.83,2016-04-06,1509.36
1486,3928,Male,Chicken,492.0,113.16000000000004,Movies,Azerbaijan,Asia,12:28:00,12,August,6,4.0,2833.92,2020,378.84,472.32,2020-08-12,2154.96
1487,1095,Female,Gloves,14.0,5.74,Automotive,Mali,Africa,10:43:00,18,August,2,9.0,25.48,2019,8.26,12.74,2019-08-18,14.0
1488,1597,Female,Bacon,264.0,155.76,Beauty,Barbados,North America,20:20:00,27,January,5,1.0,1306.8000000000002,2016,108.24000000000001,261.36,2016-01-27,528.0000000000002
1489,1950,Female,Tuna,600.0,300.0,Industrial,Latvia,Europe,19:50:00,17,December,6,8.0,3312.0,2018,300.0,552.0,2018-12-17,1512.0
1490,2409,Female,Car,688.0,192.64,Toys,Bosnia and Herzegovina,Europe,23:47:00,30,June,2,5.0,1307.2,2020,495.36,653.6,2020-06-30,921.9200000000001
1491,984,Male,Shoes,391.0,332.35,Electronics,Portugal,Europe,21:11:00,21,July,10,8.0,3597.2000000000003,2018,58.64999999999998,359.72,2018-07-21,273.7000000000003
1492,210,Male,Ball,543.0,309.51,Shoes,Cambodia,Asia,18:42:00,16,November,1,3.0,526.71,2016,233.49,526.71,2016-11-16,217.20000000000005
1493,4063,Female,Salad,362.0,97.74,Computers,Georgia,Asia,21:16:00,17,January,1,10.0,325.8,2018,264.26,325.8,2018-01-17,228.06
1494,2103,Male,Pizza,729.0,211.41,Toys,Ghana,Africa,17:45:00,8,February,10,2.0,7144.2,2020,517.59,714.42,2020-02-08,5030.1
1495,1160,Male,Sausages,750.0,397.5,Outdoors,Turks and Caicos Islands,North America,20:58:00,30,June,4,5.0,2850.0,2020,352.5,712.5,2020-06-30,1260.0
1496,630,Female,Shoes,957.0,641.19,Electronics,Uzbekistan,Asia,14:16:00,27,August,9,3.0,8354.61,2018,315.80999999999995,928.2900000000001,2018-08-27,2583.8999999999996
1497,2565,Female,Pizza,190.0,152.0,Clothing,Lithuania,Europe,13:14:00,25,September,7,7.000000000000001,1236.9,2020,38.0,176.70000000000002,2020-09-25,172.9000000000001
1498,253,Female,Computer,999.0,369.63,Shoes,Mauritius,Africa,16:11:00,23,July,8,4.0,7672.32,2017,629.37,959.04,2017-07-23,4715.28
1499,3560,Male,Shoes,247.0,195.13,Sports,Bermuda,North America,14:38:00,15,August,6,4.0,1422.72,2020,51.870000000000005,237.12,2020-08-15,251.94000000000005
1500,307,Female,Shoes,163.0,63.56999999999999,Toys,Macao,Asia,18:45:00,23,August,10,8.0,1499.6,2020,99.43,149.95999999999998,2020-08-23,863.9
1501,3760,Female,Car,529.0,386.17,Baby,Czech Republic,Europe,14:33:00,5,February,8,2.0,4147.36,2020,142.82999999999998,518.42,2020-02-05,1057.9999999999995
1502,237,Female,Salad,501.0,420.84,Shoes,Colombia,South America,10:50:00,10,January,7,10.0,3156.3,2016,80.16000000000003,450.90000000000003,2016-01-10,210.42000000000053
1503,539,Female,Soap,309.0,61.80000000000001,Industrial,Lesotho,Africa,15:18:00,26,July,5,4.0,1483.1999999999998,2016,247.2,296.64,2016-07-26,1174.1999999999998
1504,2905,Male,Chair,388.0,186.24,Computers,Indonesia,Asia,20:47:00,26,May,5,4.0,1862.4,2018,201.76,372.48,2018-05-26,931.2
1505,1749,Female,Chips,771.0,239.01,Beauty,Ireland,Europe,11:40:00,3,January,6,5.0,4394.700000000001,2016,531.99,732.4500000000002,2016-01-03,2960.640000000001
1506,4399,Male,Cheese,549.0,367.83,Clothing,New Zealand,Oceania,18:59:00,28,June,8,9.0,3996.72,2018,181.17000000000002,499.59,2018-06-28,1054.08
1507,3210,Female,Hat,945.0,557.55,Kids,Tanzania,Africa,11:25:00,27,June,2,10.0,1701.0,2016,387.45000000000005,850.5,2016-06-27,585.9000000000001
1508,1265,Male,Cheese,606.0,315.12,Grocery,Cuba,North America,14:29:00,27,April,6,3.0,3526.92,2018,290.88,587.82,2018-04-27,1636.2
1509,367,Female,Chicken,456.0,355.68,Clothing,Madagascar,Africa,23:58:00,29,January,8,3.0,3538.56,2018,100.32,442.32,2018-01-29,693.1199999999999
1510,3012,Female,Shoes,914.0,310.76,Clothing,Bahamas,North America,13:43:00,27,February,7,7.000000000000001,5950.139999999999,2017,603.24,850.0199999999999,2017-02-27,3774.8199999999997
1511,660,Female,Gloves,35.0,29.4,Sports,Saint Vincent and the Grenadines,North America,23:19:00,5,May,3,10.0,94.5,2020,5.600000000000001,31.5,2020-05-05,6.300000000000011
1512,2228,Female,Cheese,586.0,328.16,Toys,Kenya,Africa,14:27:00,18,October,6,6.0,3305.04,2017,257.84,550.84,2017-10-18,1336.08
1513,2039,Male,Hat,778.0,412.34,Home,Saint Barthelemy,North America,15:42:00,7,August,7,3.0,5282.62,2018,365.66,754.66,2018-08-07,2396.2400000000002
1514,4514,Female,Chips,779.0,638.78,Garden,Sint Maarten,North America,12:15:00,23,June,6,2.0,4580.52,2016,140.22000000000003,763.4200000000001,2016-06-23,747.8400000000006
1515,971,Female,Cheese,836.0,401.28,Clothing,Isle of Man,Europe,13:25:00,24,January,4,5.0,3176.8,2020,434.72,794.2,2020-01-24,1571.6800000000003
1516,3839,Female,Sausages,641.0,397.42,Grocery,Cuba,North America,14:40:00,29,October,4,8.0,2358.88,2019,243.57999999999998,589.72,2019-10-29,769.2
1517,4065,Female,Soap,554.0,193.9,Health,Bulgaria,Europe,11:48:00,23,September,3,1.0,1645.38,2016,360.1,548.46,2016-09-23,1063.68
1518,2597,Male,Table,81.0,32.4,Music,Saint Martin,North America,15:55:00,3,January,5,4.0,388.8,2020,48.6,77.76,2020-01-03,226.8
1519,460,Female,Cheese,114.0,45.6,Music,Madagascar,Africa,12:38:00,12,April,6,8.0,629.28,2018,68.4,104.88,2018-04-12,355.67999999999995
1520,1538,Female,Computer,228.0,70.68,Home,Jamaica,North America,13:14:00,3,November,2,10.0,410.4,2018,157.32,205.2,2018-11-03,269.03999999999996
1521,2256,Male,Chips,394.0,145.78,Clothing,Greece,Europe,11:30:00,1,August,7,5.0,2620.1,2016,248.22,374.3,2016-08-01,1599.6399999999999
1522,741,Male,Chicken,429.0,180.18,Sports,Cayman Islands,North America,13:54:00,6,November,2,6.0,806.52,2018,248.82,403.26,2018-11-06,446.15999999999997
1523,2424,Female,Table,343.0,205.8,Games,Liberia,Africa,11:14:00,19,December,5,3.0,1663.55,2020,137.2,332.71,2020-12-19,634.55
1524,1335,Female,Salad,263.0,76.27000000000001,Movies,Colombia,South America,21:44:00,4,February,3,5.0,749.55,2018,186.73,249.85,2018-02-04,520.7399999999999
1525,3734,Female,Mouse,732.0,146.39999999999998,Shoes,Zambia,Africa,20:37:00,12,May,10,1.0,7246.799999999999,2017,585.6,724.68,2017-05-12,5782.799999999999
1526,2179,Female,Tuna,379.0,125.07,Shoes,Palestinian Territory,Asia,18:33:00,27,April,6,7.000000000000001,2114.82,2017,253.93,352.47,2017-04-27,1364.4
1527,440,Female,Keyboard,303.0,160.59,Kids,Denmark,Europe,12:44:00,6,December,7,9.0,1930.11,2017,142.41,275.72999999999996,2017-12-06,805.9799999999998
1528,453,Female,Tuna,64.0,30.72,Jewelery,India,Asia,16:38:00,14,September,10,6.0,601.5999999999999,2018,33.28,60.15999999999999,2018-09-14,294.3999999999999
1529,2452,Male,Shoes,737.0,176.88,Health,Botswana,Africa,18:46:00,23,June,6,7.000000000000001,4112.46,2018,560.12,685.41,2018-06-23,3051.1800000000003
1530,3298,Male,Table,113.0,94.92,Baby,Guinea-Bissau,Africa,14:22:00,29,September,1,3.0,109.61,2018,18.08,109.61,2018-09-29,14.689999999999998
1531,4162,Female,Soap,465.0,334.8,Music,Chile,South America,16:34:00,1,May,9,4.0,4017.6,2016,130.2,446.4,2016-05-01,1004.3999999999996
1532,2688,Male,Car,909.0,409.05,Games,Turkmenistan,Asia,17:42:00,23,September,6,7.000000000000001,5072.22,2019,499.95,845.37,2019-09-23,2617.92
1533,2923,Male,Tuna,129.0,83.85,Computers,Lithuania,Europe,15:52:00,27,August,4,4.0,495.36,2020,45.150000000000006,123.84,2020-08-27,159.96000000000004
1534,295,Female,Sausages,247.0,187.72,Tools,Cape Verde,Africa,11:10:00,4,February,7,7.000000000000001,1607.97,2018,59.28,229.71,2018-02-04,293.93000000000006
1535,810,Female,Bacon,55.0,30.25,Games,Bolivia,South America,14:57:00,7,January,8,10.0,396.0,2016,24.75,49.5,2016-01-07,154.0
1536,2325,Female,Soap,423.0,84.60000000000002,Toys,Slovakia,Europe,15:14:00,12,December,1,5.0,401.85,2016,338.4,401.85,2016-12-12,317.25
1537,3374,Female,Tuna,471.0,306.15,Health,Christmas Island,Asia,13:12:00,17,September,8,3.0,3654.96,2019,164.85000000000002,456.87,2019-09-17,1205.7600000000002
1538,1086,Male,Fish,290.0,208.8,Industrial,El Salvador,North America,12:59:00,29,July,6,10.0,1566.0,2016,81.19999999999999,261.0,2016-07-29,313.1999999999998
1539,4035,Female,Chicken,572.0,137.27999999999997,Baby,Israel,Asia,13:46:00,29,April,5,3.0,2774.2000000000003,2019,434.72,554.84,2019-04-29,2087.8
1540,4112,Male,Table,478.0,109.94,Garden,Guinea-Bissau,Africa,16:35:00,29,September,3,1.0,1419.66,2020,368.06,473.22,2020-09-29,1089.8400000000001
1541,1725,Male,Bacon,432.0,289.44,Music,Nepal,Asia,11:25:00,10,November,3,4.0,1244.16,2017,142.56,414.72,2017-11-10,375.84000000000015
1542,2388,Male,Car,321.0,154.08,Games,Guatemala,North America,11:44:00,19,March,3,6.0,905.22,2018,166.92,301.74,2018-03-19,442.98
1543,2677,Male,Fish,225.0,69.75,Garden,Northern Mariana Islands,Oceania,22:49:00,10,August,7,8.0,1449.0,2020,155.25,207.0,2020-08-10,960.75
1544,324,Female,Pants,936.0,533.52,Games,Northern Mariana Islands,Oceania,11:24:00,8,December,10,5.0,8892.0,2018,402.48,889.2,2018-12-08,3556.8
1545,4695,Female,Pants,375.0,225.0,Computers,Saint Vincent and the Grenadines,North America,13:29:00,28,November,1,2.0,367.5,2017,150.0,367.5,2017-11-28,142.5
1546,733,Female,Keyboard,963.0,558.54,Sports,Belgium,Europe,20:42:00,4,June,7,7.000000000000001,6269.13,2018,404.46000000000004,895.59,2018-06-04,2359.3500000000004
1547,1938,Female,Chair,318.0,98.58,Outdoors,Oman,Asia,13:37:00,29,January,2,4.0,610.56,2020,219.42000000000002,305.28,2020-01-29,413.4
1548,2381,Female,Hat,225.0,76.5,Industrial,Croatia,Europe,20:26:00,10,November,10,1.0,2227.5,2016,148.5,222.75,2016-11-10,1462.5
1549,960,Female,Table,36.0,10.8,Tools,Switzerland,Europe,12:39:00,1,August,3,3.0,104.76,2020,25.2,34.92,2020-08-01,72.36
1550,3927,Male,Gloves,757.0,196.82000000000005,Beauty,Argentina,South America,11:25:00,3,February,7,7.000000000000001,4928.07,2018,560.18,704.01,2018-02-03,3550.3299999999995
1551,2313,Female,Soap,625.0,306.25,Shoes,Faroe Islands,Europe,10:53:00,25,July,5,1.0,3093.75,2016,318.75,618.75,2016-07-25,1562.5
1552,3470,Male,Pants,990.0,841.5,Sports,Sint Maarten,North America,11:51:00,5,June,8,9.0,7207.2,2020,148.5,900.9,2020-06-05,475.1999999999998
1553,363,Male,Tuna,950.0,256.5,Beauty,Belgium,Europe,20:43:00,3,February,3,10.0,2565.0,2019,693.5,855.0,2019-02-03,1795.5
1554,3141,Female,Ball,356.0,302.6,Kids,Germany,Europe,20:53:00,3,May,10,3.0,3453.2,2016,53.39999999999998,345.32,2016-05-03,427.1999999999998
1555,4349,Female,Gloves,84.0,26.880000000000003,Movies,Faroe Islands,Europe,17:36:00,15,November,1,4.0,80.64,2018,57.12,80.64,2018-11-15,53.76
1556,3392,Male,Pizza,143.0,65.78,Industrial,French Southern Territories,Antarctica,16:56:00,26,May,8,8.0,1052.48,2017,77.22,131.56,2017-05-26,526.24
1557,4501,Male,Chicken,876.0,175.20000000000005,Health,Bolivia,South America,16:22:00,13,August,9,4.0,7568.64,2020,700.8,840.96,2020-08-13,5991.84
1558,2474,Female,Shirt,185.0,103.6,Electronics,El Salvador,North America,21:16:00,6,February,3,10.0,499.5,2016,81.4,166.5,2016-02-06,188.70000000000005
1559,3587,Female,Table,833.0,391.51,Outdoors,Antigua and Barbuda,North America,15:38:00,6,February,8,4.0,6397.44,2017,441.49,799.68,2017-02-06,3265.3599999999997
