,CustomerId,firstPurchaseDate,lastPurchaseDate,countOfPurchases,totalPurchaseValue,totalQtyPurchased,customerProfit,daysSinceLastPurchase,periodOfExistence,firstPurchaseYear,avgorderValue,customerValue,customerLifetimeValue
1274,1317,2017-05-18,2020-06-16,5,15044.050000000001,32,6744.05,197,1125,2017,3008.8100000000004,427917.36633730837,2885896114.4471245
1275,1318,2017-09-15,2020-10-23,6,15419.51,24,7302.88,68,1134,2017,2569.9183333333335,365497.55049403745,2669184751.551896
1276,1319,2017-03-26,2019-04-26,5,14355.74,25,5923.34,614,761,2017,2871.148,408338.875011925,2418729991.913136
1277,1320,2016-07-05,2016-09-23,2,7002.7,11,1718.8500000000001,1559,80,2016,3501.35,497967.12674616685,855930795.8076489
1278,1321,2017-05-18,2017-05-18,1,2549.76,4,1752.9600000000005,1322,0,2017,2549.76,362630.60279386706,635676941.4735373
1279,1322,2016-01-03,2016-11-13,2,6277.700000000001,11,4417.710000000001,1508,315,2016,3138.8500000000004,446411.8456558773,1972118074.6724262
1280,1323,2018-05-05,2020-04-29,3,2528.71,17,1874.95,245,725,2018,842.9033333333333,119878.94698466778,224767031.64890286
1281,1324,2016-10-11,2019-09-24,4,9821.84,17,1944.27,463,1078,2016,2455.46,349219.11863713793,678976255.7926282
1282,1325,2019-02-15,2020-09-07,3,10543.36,23,5934.92,114,570,2019,3514.4533333333334,499830.7020102214,2966455229.974503
1283,1326,2016-01-25,2019-05-20,4,16325.220000000001,28,7808.64,590,1211,2016,4081.3050000000003,580449.1765247019,4532518657.777848
1284,1327,2017-06-19,2020-09-22,5,11158.77,35,3324.8600000000006,99,1191,2017,2231.754,317403.3235706984,1055321614.4072725
1285,1328,2016-10-28,2018-06-21,2,6269.16,11,4091.8199999999997,923,601,2016,3134.58,445804.55999999994,1824152014.6991997
1286,1329,2016-03-03,2020-12-29,5,19501.02,40,7548.580000000001,1,1762,2016,3900.204,554692.7269778535,4187142425.0104856
1287,1330,2016-01-13,2019-12-28,5,10246.300000000001,21,6099.040000000001,368,1445,2016,2049.26,291448.75952299824,1777557642.2811475
1288,1331,2019-07-02,2020-06-23,3,1842.1399999999999,21,1214.02,190,357,2019,614.0466666666666,87330.6165587734,106021115.11468208
1289,1332,2019-09-08,2020-02-15,3,9754.2,19,3826.3999999999996,319,160,2019,3251.4,462418.87155025546,1769399570.0998974
1290,1333,2019-01-12,2019-05-11,3,8196.44,16,2434.4600000000014,599,119,2019,2732.146666666667,388569.90173764905,945957882.9842377
1291,1334,2017-01-05,2020-09-20,7,26873.67,46,9880.430000000002,101,1354,2017,3839.095714285714,546001.8170552445,5394732733.28715
1292,1335,2016-05-27,2020-10-26,8,22435.51,41,9089.999999999998,65,1613,2016,2804.43875,398851.3877427597,3625559114.581685
1293,1336,2018-05-27,2020-11-20,5,17026.72,30,5895.16,40,908,2018,3405.344,484313.01277001697,2855102700.3612933
1294,1337,2016-07-12,2020-12-27,4,8521.560000000001,17,6475.620000000001,3,1629,2016,2130.3900000000003,302987.18698466785,1962029887.781655
1295,1338,2018-04-06,2018-04-06,1,288.0,5,96.0,999,0,2018,288.0,40959.781942078356,3932139.0664395224
1296,1339,2017-06-16,2019-06-28,3,2656.3599999999997,20,1131.6799999999998,551,742,2017,885.4533333333333,125930.47032367969,142512994.65590182
1297,1340,2017-11-25,2020-02-16,5,12434.86,29,7062.439999999999,318,813,2017,2486.972,353700.80144463375,2497990688.154639
1298,1341,2018-05-12,2020-05-08,2,10788.69,12,3151.5300000000007,236,727,2018,5394.345,767191.6490289607,2417827497.6642413
1299,1342,2018-06-06,2020-01-16,4,9359.16,19,6377.52,349,589,2018,2339.79,332768.3617717205,2122236882.5663831
1300,1343,2016-05-09,2016-11-16,2,2737.88,6,1765.44,1505,191,2016,1368.94,194692.65240204427,343718196.25666505
1301,1344,2016-09-17,2020-10-21,2,4994.64,8,1198.6800000000005,70,1495,2016,2497.32,355172.509165247,425738183.28619844
1302,1345,2016-04-18,2017-08-02,2,11089.0,20,4667.5,1246,471,2016,5544.5,788546.9131175467,3680542716.976149
1303,1346,2019-11-03,2019-11-03,1,5565.6,8,4328.8,423,0,2019,5565.6,791547.7860306643,3426452056.16954
1304,1347,2017-02-08,2019-05-05,3,10306.68,16,5096.04,605,816,2017,3435.56,488610.37655877334,2489978023.358571
1305,1348,2018-04-06,2020-05-12,2,1571.8200000000002,10,870.96,232,767,2018,785.9100000000001,111773.27161839863,97350048.64876048
1306,1349,2017-11-22,2019-01-05,2,10770.24,16,3703.8399999999997,725,409,2017,5385.12,765879.6560136285,2836695705.1295176
1307,1350,2016-12-23,2019-03-28,4,2439.57,8,1161.29,643,825,2016,609.8925,86739.80488926746,100730068.0198574
1308,1351,2017-04-25,2020-10-19,4,6930.66,21,4270.52,72,1273,2017,1732.665,246422.15478705274,1052350740.4612045
1309,1352,2016-02-24,2018-12-26,2,10555.38,18,5345.3,735,1036,2016,5277.69,750600.8040204428,4012186477.730473
1310,1353,2017-10-29,2018-10-03,3,12071.8,16,7755.1,819,339,2017,4023.933333333333,572289.6940374785,4438163806.23005
1311,1354,2017-06-29,2020-06-06,5,7938.72,15,3743.54,207,1073,2017,1587.7440000000001,225811.27784667801,845333551.070153
1312,1355,2016-02-07,2020-07-24,3,7464.04,19,2462.3999999999996,159,1629,2016,2488.0133333333333,353848.9013969335,871317534.7998089
1313,1357,2016-07-13,2020-07-01,2,6869.46,12,2724.36,182,1449,2016,3434.73,488492.3327427597,1330828971.631065
1314,1358,2017-09-04,2020-07-25,3,11735.73,25,4594.48,158,1055,2017,3911.91,556357.5714480408,2556173734.8665943
1315,1359,2017-03-15,2020-09-16,4,8403.189999999999,25,2758.04,105,1281,2017,2100.7974999999997,298778.4982793866,824043049.3944794
1316,1360,2018-01-21,2018-01-21,1,4801.5,10,1584.0,1074,0,2018,4801.5,682876.3645655876,1081676161.4718907
1317,1361,2017-09-27,2018-12-05,2,7964.88,9,3045.7200000000003,756,434,2017,3982.44,566388.4513798977,1725060634.136782
1318,1362,2020-10-20,2020-10-20,1,4849.46,7,2940.63,71,0,2020,4849.46,689697.3060306642,2028144589.0329523
1319,1363,2016-09-04,2016-09-04,1,2448.7,5,807.5499999999997,1578,0,2016,2448.7,348257.70153321966,281235506.8731514
1320,1364,2016-03-11,2020-10-25,6,21715.86,43,12710.93,66,1689,2016,3619.31,514743.5707666098,6542869495.964424
1321,1365,2018-04-30,2020-06-03,2,1150.0,6,237.19999999999993,210,765,2018,575.0,81777.34241908006,19397585.621805783
1322,1366,2018-01-05,2020-12-13,8,13554.47,55,4562.7,17,1073,2018,1694.30875,240967.07271720606,1099460462.686796
1323,1367,2017-12-14,2019-12-18,4,11813.460000000001,20,7217.700000000002,378,734,2017,2953.3650000000002,420031.8972061329,3031664224.464706
1324,1368,2016-05-08,2019-12-22,3,7336.049999999999,10,3710.8199999999993,374,1323,2016,2445.35,347781.2596252129,1290553653.8424323
1325,1369,2016-07-03,2017-08-03,2,6890.280000000001,13,3157.4400000000005,1245,396,2016,3445.1400000000003,489972.8581942078,1547059901.3767197
1326,1371,2016-12-14,2020-08-23,2,1853.44,11,1273.3000000000002,129,1348,2016,926.72,131799.47611584325,167820272.93830323
1327,1372,2017-04-25,2020-07-04,6,13991.62,33,3894.56,179,1166,2017,2331.936666666667,331651.44919931854,1291636467.993698
1328,1374,2016-09-11,2019-05-02,3,7278.219999999999,17,5370.42,608,963,2016,2426.0733333333333,345039.7038500851,1853008126.350574
1329,1375,2018-06-07,2018-06-07,1,466.86,1,60.24000000000001,937,0,2018,466.86,66397.51318568994,3999786.1943059624
1330,1376,2016-07-19,2019-06-01,4,12063.14,25,7741.240000000001,578,1047,2016,3015.785,428909.361056218,3320290302.182837
1331,1377,2016-05-29,2019-08-21,6,10657.53,24,6084.750000000001,497,1179,2016,1776.255,252621.58844974445,1537139210.3195827
1332,1378,2017-03-06,2020-05-16,6,15950.130000000001,33,6775.890000000001,228,1167,2017,2658.355,378075.14279386704,2561795579.3055363
1333,1379,2016-03-23,2020-12-02,6,20072.24,40,9384.160000000002,28,1715,2016,3345.3733333333334,475783.89669505955,4464832212.009911
1334,1380,2016-09-02,2020-07-11,5,11383.3,29,6733.370000000001,172,1408,2016,2276.66,323789.9206814309,2180197338.2187266
1335,1381,2016-02-27,2020-09-28,5,16244.490000000002,36,6211.080000000001,93,1675,2016,3248.898,462063.03344463365,2869910465.7672954
1336,1382,2017-06-01,2019-06-22,3,4903.77,18,1529.3500000000004,557,751,2017,1634.5900000000001,232473.78459965927,355533782.477489
1337,1383,2017-12-07,2020-03-13,3,7111.6,19,2716.3199999999997,292,827,2017,2370.5333333333333,337140.72367972735,915782090.5457169
1338,1384,2017-05-09,2017-05-09,1,6406.289999999999,9,2911.949999999999,1331,0,2017,6406.289999999999,911111.9495059622,2653112441.3638854
1339,1385,2017-04-14,2020-10-17,5,11934.900000000001,20,2957.060000000001,74,1282,2017,2386.9800000000005,339479.79270868824,1003862115.8271539
1340,1386,2016-10-18,2020-06-26,4,8285.58,25,2257.13,187,1347,2016,2071.395,294596.8316524701,664943346.6277399
1341,1387,2018-06-25,2018-06-25,1,931.0,10,579.5,919,0,2018,931.0,132408.18398637135,76730542.6201022
1342,1388,2017-01-07,2020-08-01,4,14048.61,30,6308.15,151,1302,2017,3512.1525,499503.4741226575,3150942840.286842
1343,1389,2016-12-09,2020-11-14,4,5398.77,8,3014.6000000000004,46,1436,2016,1349.6925,191955.24475298123,578668280.8323373
1344,1390,2016-04-14,2018-12-18,2,7102.200000000001,14,4382.84,743,978,2016,3551.1000000000004,505042.6446337308,2213521104.6065006
1345,1392,2016-06-09,2020-06-28,2,3092.44,14,788.98,185,1480,2016,1546.22,219905.6737308347,173501178.46015397
1346,1393,2017-06-02,2020-11-21,5,14386.330000000002,26,6868.870000000001,39,1268,2017,2877.2660000000005,409208.9859352641,2810803327.221158
1347,1394,2016-09-16,2020-11-25,4,11696.36,17,3566.36,35,1531,2016,2924.09,415868.36381601356,1483136297.9788783
1348,1395,2016-10-15,2019-03-01,4,14169.57,27,9393.12,670,867,2016,3542.3925,503804.2512265757,4732293788.281373
1349,1396,2016-12-15,2020-12-04,5,16244.58,27,8665.779999999999,26,1450,2016,3248.916,462065.5934310051,4004158778.2425346
1350,1397,2017-03-17,2018-03-14,2,7550.66,11,5182.32,1022,362,2017,3775.33,536932.9637478704,2782558436.6898637
1351,1398,2019-07-29,2020-09-06,2,3507.02,5,825.9900000000001,115,405,2019,1753.51,249386.76122657576,205990970.90553933
1352,1399,2016-06-28,2020-09-23,5,19622.97,41,6536.15,98,1548,2016,3924.594,558161.5085110732,3648227343.854651
1353,1400,2017-10-03,2018-03-19,2,6874.7,11,1839.15,1017,167,2017,3437.35,488864.95298126055,899095978.2754854
1354,1401,2016-11-23,2020-12-29,6,24167.559999999998,40,12419.38,1,1497,2016,4027.9266666666663,572857.6317546846,7114536614.661494
1355,1402,2016-03-16,2019-06-16,7,14278.28,37,5909.860000000001,563,1187,2016,2039.7542857142857,290096.84291068383,1714431728.0441341
1356,1403,2016-03-16,2020-06-18,2,5471.01,12,2913.75,195,1555,2016,2735.505,389047.5288245314,1133587237.1124785
1357,1404,2017-05-28,2020-03-07,4,18006.0,27,8021.040000000001,298,1014,2017,4501.5,640209.9250425893,5135149417.163611
1358,1405,2019-09-06,2019-11-18,2,2505.9,12,720.75,408,73,2019,1252.95,178196.38466780237,128435044.24931855
1359,1406,2018-04-04,2020-01-25,5,8991.720000000001,26,3118.3500000000004,340,661,2018,1798.3440000000003,255763.11839182282,797558920.2371408
1360,1407,2017-07-13,2020-09-27,7,11419.4,33,4532.6,94,1172,2017,1631.3428571428572,232011.97118520318,1051617460.594052
1361,1408,2016-07-01,2020-07-19,3,3946.3,8,2564.3800000000006,164,1479,2016,1315.4333333333334,187082.8558773424,479751533.9547394
1362,1409,2017-01-23,2020-12-29,6,12156.27,25,7578.510000000001,1,1436,2017,2026.045,288147.08821124356,2183725589.4797916
1363,1410,2018-10-04,2018-10-04,1,2712.96,3,706.5000000000002,818,0,2018,2712.96,385841.14589437813,272596769.57437825
1364,1411,2020-05-20,2020-06-21,2,4437.42,11,3093.54,192,32,2020,2218.71,315548.18678023847,976160937.7321389
1365,1412,2016-06-15,2016-06-15,1,1874.88,7,1108.8000000000002,1659,0,2016,1874.88,266648.1804429301,295659502.4751209
1366,1413,2016-07-25,2019-08-12,6,13996.8,29,6117.62,506,1113,2016,2332.7999999999997,331774.2337308347,2029668687.7564287
1367,1414,2018-09-18,2018-12-26,2,3672.96,7,1580.4600000000003,735,99,2018,1836.48,261186.87618398631,412795410.3337431
1368,1415,2019-02-27,2020-02-10,2,6679.02,14,1937.82,324,348,2019,3339.51,474950.00483816006,920367618.3754833
1369,1416,2017-09-17,2020-07-18,2,3404.6800000000003,5,1012.3,165,1035,2017,1702.3400000000001,242109.28885860305,245087233.11156386
1370,1417,2017-07-14,2018-08-13,2,3968.82,7,2005.5600000000002,870,395,2017,1984.41,282225.69751277677,566020569.9037247
1371,1418,2016-01-03,2020-06-25,8,14106.86,38,7961.37,188,1635,2016,1763.3575,250787.2871039182,1996610383.9305212
1372,1419,2016-03-25,2020-12-15,9,25691.69,58,13293.71,15,1726,2016,2854.632222222222,405989.9768994888,5397113015.808503
1373,1420,2016-07-01,2018-11-29,3,9141.78,15,5604.4,762,881,2016,3047.26,433385.7816695059,2428867274.7885785
1374,1421,2016-03-27,2020-10-14,4,9270.119999999999,23,3454.8599999999997,77,1662,2016,2317.5299999999997,329602.51195911405,1138730534.4670646
1375,1422,2016-04-01,2020-07-09,6,18132.56,45,10194.82,174,1560,2016,3022.0933333333337,429806.5414650766,4381800325.058992
1376,1423,2016-02-27,2016-02-27,1,736.02,3,250.56,1768,0,2016,736.02,104677.842725724,26228080.273357406
1377,1424,2016-08-16,2018-04-22,3,1073.32,14,706.4000000000001,983,614,2016,357.7733333333333,50883.04763202724,35943784.84726405
1378,1425,2016-07-10,2020-09-25,5,12028.84,19,4307.24,96,1538,2016,2405.768,342151.84959454846,1473730132.6476228
1379,1426,2019-03-06,2020-07-21,3,9729.42,14,1504.1599999999999,162,503,2019,3243.14,461244.12224872224,693784958.921638
1380,1427,2016-11-29,2020-06-15,3,10695.080000000002,17,5868.0,198,1294,2016,3565.026666666667,507023.3155706984,2975212815.7688584
1381,1428,2017-08-13,2017-08-13,1,1185.75,5,408.0,1235,0,2017,1185.75,168639.10221465075,68804753.7035775
1382,1429,2017-08-10,2020-09-14,6,20561.66,33,7956.599999999999,107,1131,2017,3426.943333333333,487384.90160136274,3877926708.0814023
1383,1430,2019-07-29,2019-07-29,1,1297.35,3,530.0999999999999,520,0,2019,1297.35,184511.0177172061,97809290.49189094
1384,1431,2016-06-28,2019-03-20,2,5910.96,12,3415.5200000000004,651,995,2016,2955.48,420332.69560477,1435654728.4920042
1385,1433,2018-06-27,2019-12-17,3,6483.3,13,4028.6400000000003,379,538,2018,2161.1,307354.80817717203,1238221874.4148824
1386,1434,2016-06-21,2020-08-05,7,14574.170000000002,38,3864.420000000001,147,1506,2016,2082.024285714286,296108.54423947434,1144287780.5299098
1387,1435,2018-05-11,2019-10-28,3,4035.9800000000005,14,873.1200000000002,429,535,2018,1345.3266666666668,191334.32954003406,167057829.80799457
1388,1436,2018-08-25,2019-06-28,3,3452.37,12,2546.63,551,307,2018,1150.79,163667.03979557066,416799393.5545941
1389,1437,2018-11-02,2020-06-09,2,4030.0800000000004,10,1670.4000000000005,204,585,2018,2015.0400000000002,286581.94098807493,478706474.22648054
1390,1438,2017-05-30,2020-09-26,4,14429.460000000001,29,6706.46,95,1215,2017,3607.3650000000002,513044.73536626913,3440713995.9444695
1391,1439,2017-02-16,2018-11-27,2,8659.9,14,1696.1499999999999,764,649,2017,4329.95,615811.8327086881,1044509240.0488412
1392,1440,2016-04-07,2020-11-16,4,10648.07,23,3208.81,44,1684,2016,2662.0175,378596.02890971035,1214842723.5257676
1393,1441,2016-01-21,2020-10-16,5,13684.79,25,4263.740000000001,75,1730,2016,2736.958,389254.1766132878,1659678602.9931402
1394,1442,2019-01-18,2019-11-06,3,7311.7,21,4013.5499999999997,420,292,2019,2437.233333333333,346626.8954003406,1391204376.0340369
1395,1443,2016-03-29,2019-05-19,2,13412.720000000001,18,3528.6800000000003,591,1146,2016,6706.360000000001,953788.3445315161,3365613855.5814705
1396,1444,2018-04-21,2020-03-26,5,19686.989999999998,32,7337.449999999998,279,705,2018,3937.3979999999997,559982.5121499146,4108843683.77439
1397,1445,2016-08-03,2016-08-03,1,3717.72,9,2465.01,1610,0,2016,3717.72,528739.585144804,1303348364.7777934
1398,1446,2016-01-14,2018-05-08,7,27159.129999999997,43,11500.140000000001,967,845,2016,3879.875714285714,551801.6084010707,6345795748.83749
1399,1447,2016-11-09,2016-11-09,1,806.85,1,562.35,1512,0,2016,806.85,114751.38909710389,64530443.658756375
1400,1448,2019-09-20,2019-09-20,1,1288.56,6,920.4,467,0,2019,1288.56,183260.89103918226,168673324.11246336
1401,1449,2016-12-26,2019-11-13,2,3286.65,6,798.5700000000004,413,1052,2016,1643.325,233716.08909710386,186638657.2702743
1402,1450,2016-06-16,2020-04-21,6,5639.57,21,3205.7500000000005,253,1405,2016,939.9283333333333,133677.9846337308,428538199.2395826
1403,1451,2016-02-15,2017-03-26,3,10549.380000000001,17,5742.4400000000005,1375,405,2016,3516.4600000000005,500116.09308347525,2871886657.566272
1404,1452,2017-05-26,2020-04-11,4,12965.029999999999,23,5091.549999999999,263,1051,2017,3241.2574999999997,460976.3903407154,2347084340.2392693
1405,1453,2016-01-07,2020-05-03,5,16065.420000000002,31,8413.61,241,1578,2016,3213.0840000000003,456969.51389437815,3844763271.7968793
1406,1454,2017-01-18,2020-11-04,4,7179.360000000001,20,3833.6600000000008,56,1386,2017,1794.8400000000001,255264.77437819418,978598354.9427081
1407,1455,2018-11-05,2018-11-05,1,6467.200000000001,10,3921.600000000001,786,0,2018,6467.200000000001,919774.6589437819,3606988302.5139356
1408,1456,2016-12-25,2018-02-17,3,7328.460000000001,23,4430.76,1047,419,2016,2442.82,347421.43931856897,1539341016.4751427
1409,1457,2016-03-16,2020-09-24,5,9784.79,27,5344.74,97,1653,2016,1956.958,278321.43385349226,1487555700.374114
1410,1458,2016-07-22,2020-09-21,5,2868.8900000000003,14,835.4100000000003,100,1522,2016,573.778,81603.54778875638,68172419.85820499
1411,1459,2018-08-17,2019-11-27,4,19172.58,30,11580.690000000002,399,467,2018,4793.145,681688.1042248722,7894418611.715937
1412,1460,2018-05-04,2018-06-07,2,5066.82,8,1012.8000000000002,937,34,2018,2533.41,360305.28183986363,364917189.4474139
1413,1461,2016-08-26,2016-09-23,2,5155.85,10,3203.2000000000007,1559,28,2016,2577.925,366636.2703577513,1174409301.2099493
1414,1462,2016-07-01,2020-03-28,8,19168.59,46,9451.19,277,1366,2016,2396.07375,340773.119156729,3220711496.042886
1415,1463,2016-11-01,2020-05-28,3,4132.54,12,2382.19,216,1304,2016,1377.5133333333333,195911.9644293015,466699522.5438377
1416,1464,2016-10-06,2018-10-19,3,7540.1,28,4266.4,803,743,2016,2513.366666666667,357454.6896081771,1525044687.7443266
1417,1465,2016-01-14,2020-06-23,4,17000.81,26,10356.380000000001,190,1622,2016,4250.2025,604470.0264224871,6260121292.241318
1418,1466,2016-03-29,2019-11-23,9,21014.22,63,7607.43,403,1334,2016,2334.9133333333334,332074.7950936967,2526235758.439641
1419,1467,2016-01-03,2020-06-08,4,12056.61,21,4693.220000000001,205,1618,2016,3014.1525,428677.18451448035,2011876335.90705
1420,1468,2018-01-02,2020-03-29,4,7506.81,17,2997.1000000000004,276,817,2018,1876.7025,266907.37906303233,799948105.7898144
1421,1469,2016-04-12,2018-01-11,2,4038.3599999999997,11,2847.14,1084,639,2016,2019.1799999999998,287170.73785349226,817615294.572192
1422,1470,2017-03-23,2019-05-12,3,6608.9,9,1470.75,598,780,2017,2202.9666666666667,313309.1468483815,460799427.7272571
1423,1471,2019-06-12,2020-04-25,2,6138.0,16,3437.8,249,318,2019,3069.0,436477.6763202725,1500522955.653833
1424,1472,2016-05-19,2020-09-09,4,5825.66,24,1655.9199999999998,112,1574,2016,1456.415,207133.47505962517,342996464.0207345
1425,1473,2017-04-28,2019-06-30,2,2811.2200000000003,4,1385.8300000000002,549,793,2017,1405.6100000000001,199907.91352640543,277038383.8022985
1426,1474,2016-02-02,2020-07-02,5,7834.450000000001,29,3883.8600000000006,181,1612,2016,1566.89,222845.3914139693,865500301.897059
1427,1475,2016-12-08,2018-06-01,3,5629.8,20,2746.75,943,540,2016,1876.6000000000001,266892.801362862,733087802.1434412
1428,1476,2016-10-23,2020-07-07,5,8373.92,20,4771.32,176,1353,2016,1674.784,238190.23416695057,1136481828.0854545
1429,1477,2019-11-13,2020-02-01,2,7215.34,10,1937.5,333,80,2019,3607.67,513088.11291311745,994108218.769165
1430,1478,2016-10-07,2019-12-08,5,10082.5,20,4145.59,388,1157,2016,2016.5,286789.58432708686,1188912032.890528
1431,1479,2016-04-06,2020-11-20,3,10825.939999999999,14,2467.5600000000004,40,1689,2016,3608.646666666666,513227.0158773422,1266418455.2982948
1432,1480,2018-08-05,2018-08-05,1,2261.35,7,198.80000000000015,878,0,2018,2261.35,321612.5100511072,63936566.99816016
1433,1481,2017-07-15,2020-07-28,4,15551.439999999999,23,6196.759999999999,155,1109,2017,3887.8599999999997,552937.145212947,3426418783.9697814
1434,1482,2016-12-27,2020-12-14,3,7343.5199999999995,11,2095.2,16,1448,2016,2447.8399999999997,348135.3910732537,729413271.3766811
1435,1483,2017-08-29,2020-09-11,8,8735.18,30,4283.610000000001,110,1109,2017,1091.8975,155291.26216354343,665207203.5163764
1436,1484,2017-11-18,2020-01-14,5,11873.369999999999,28,4229.259999999998,351,787,2017,2374.674,337729.6153594548,1428346353.0551274
1437,1485,2016-02-21,2020-01-12,6,18846.33,27,5710.499999999999,353,1421,2016,3141.0550000000003,446725.44398637133,2551025647.884173
1438,1486,2018-01-01,2019-11-19,3,3896.06,11,2164.68,407,687,2018,1298.6866666666667,184701.12040885858,399818821.32664794
1439,1487,2016-01-06,2016-12-28,3,14216.15,26,4957.65,1463,357,2016,4738.716666666666,673947.2269165245,3341194469.5227075
1440,1488,2016-01-26,2019-11-29,6,17461.59,37,12232.59,397,1403,2016,2910.265,413902.1520613287,5063095326.283889
1441,1489,2019-07-12,2019-07-12,1,2427.3,10,861.3000000000002,537,0,2019,2427.3,345214.16218057915,297332957.8861329
1442,1490,2016-03-15,2020-05-23,4,11277.6,26,3775.0299999999997,221,1530,2016,2819.4,400979.19863713795,1513708504.2311547
1443,1492,2018-07-06,2018-07-06,1,7935.48,9,1266.2999999999993,908,0,2018,7935.48,1128595.5916865414,1429140597.7526667
1444,1493,2016-07-05,2017-01-25,2,6805.01,17,3239.9299999999994,1435,204,2016,3402.505,483909.2460306643,1567832083.4921298
1445,1494,2017-06-11,2020-06-08,3,5376.32,20,1431.2399999999996,205,1093,2017,1792.1066666666666,254876.0357069846,364788777.34526455
1446,1495,2017-04-19,2020-02-24,3,11785.68,21,5457.96,310,1041,2017,3928.56,558725.5588415671,3049501751.1349196
1447,1496,2016-04-05,2019-12-20,4,8204.61,21,1957.0099999999995,376,1354,2016,2051.1525,291717.91364565585,570894874.1836848
1448,1497,2018-06-30,2018-06-30,1,805.56,3,271.26,914,0,2018,805.56,114567.923407155,31077694.903424866
1449,1498,2016-11-29,2020-02-28,3,13058.91,21,7071.420000000002,306,1186,2016,4352.97,619085.7708347529,4377815501.59629
1450,1499,2016-06-03,2017-12-26,3,7128.110000000001,22,1433.5500000000002,1100,571,2016,2376.036666666667,337923.4158091993,484430112.7332777
1451,1500,2016-08-02,2020-12-29,6,16103.19,35,9618.9,1,1610,2016,2683.8650000000002,381703.2123679727,3671565029.4462924
1452,1501,2016-03-28,2018-09-15,4,20734.97,27,9516.4,837,901,2016,5183.7425,737239.4529301532,7015865529.86451
1453,1502,2016-01-07,2020-08-20,5,7017.8099999999995,23,3307.0499999999997,132,1687,2016,1403.562,199616.64396592838,660142222.4275234
1454,1503,2016-12-29,2019-05-12,4,14621.78,25,5941.44,598,864,2016,3655.445,519882.743407155,3088852126.9890065
1455,1504,2016-01-14,2020-04-26,3,6295.36,13,2980.2,248,1564,2016,2098.4533333333334,298445.1074616695,889426109.2572674
1456,1505,2018-05-04,2020-11-23,5,7639.0,20,3552.1600000000008,37,934,2018,1527.8,217285.9543441226,771834475.5830188
1457,1506,2017-05-24,2020-03-20,4,8055.79,12,2719.4100000000003,285,1031,2017,2013.9475,286426.5640374787,778911262.50916
1458,1507,2016-03-01,2019-11-30,6,20100.6,31,9419.2,396,1369,2016,3350.1,476456.1301533219,4487835581.14017
1459,1508,2018-04-17,2018-06-20,2,7789.2,17,4461.3,924,64,2018,3894.6,553895.7178875639,2471094966.2117887
1460,1509,2019-08-23,2019-08-23,1,545.4,1,230.28,495,0,2019,545.4,77567.58705281088,17862263.94652129
1461,1510,2016-02-21,2020-07-02,2,9517.7,19,3810.5000000000005,181,1593,2016,4758.85,676810.6190800681,2578986864.0045996
1462,1511,2018-09-06,2020-01-12,4,13244.15,21,7198.7699999999995,353,493,2018,3311.0375,470900.60417376476,3389905142.3079724
1463,1512,2017-07-11,2020-09-30,3,3612.3900000000003,10,1441.8200000000002,91,1177,2017,1204.13,171253.13274275977,246916191.85116592
1464,1513,2018-01-03,2020-05-24,2,3079.5,7,1786.8400000000001,220,872,2018,1539.75,218985.50085178873,391292052.3420102
1465,1515,2018-06-11,2019-05-23,2,2473.45,8,1296.54,587,346,2018,1236.725,175888.8413969335,228046918.42478016
1466,1516,2019-09-01,2019-09-07,2,5578.88,7,554.4800000000005,480,6,2019,2789.44,396718.2435434411,219972331.6799674
1467,1517,2016-02-13,2020-03-10,5,15241.069999999998,20,7485.22,295,1487,2016,3048.2139999999995,433521.46094718896,3245003509.911118
1468,1518,2017-01-13,2020-01-24,9,23851.77,40,8020.99,341,1106,2017,2650.1966666666667,376914.8526746166,3023230264.154573
1469,1519,2019-02-22,2020-08-27,4,10529.46,29,5957.989999999999,125,552,2019,2632.365,374378.8069165246,2230545187.820584
1470,1520,2017-10-25,2020-07-09,4,5023.76,21,2696.38,174,988,2017,1255.94,178621.6268483816,481631782.2014392
1471,1521,2016-12-20,2020-04-07,5,18751.23,30,6803.21,267,1204,2016,3750.246,533365.4805178875,3628597370.7140975
1472,1522,2017-09-27,2020-03-05,3,8649.119999999999,12,4014.2700000000004,300,890,2017,2883.0399999999995,410030.17267461657,1645971821.2625332
1473,1523,2016-02-02,2020-10-29,5,16608.8,37,8090.07,62,1731,2016,3321.7599999999998,472425.5738330493,3821955962.099537
1474,1524,2016-11-28,2017-03-24,2,8611.39,13,3477.1800000000003,1377,116,2016,4305.695,612362.2510732537,2129293772.1868966
1475,1525,2018-11-25,2018-11-25,1,689.04,4,257.52,766,0,2018,689.04,97996.27829642246,25236001.58689471
1476,1526,2016-04-30,2018-07-04,6,15418.599999999999,37,7847.92,910,795,2016,2569.7666666666664,365475.98023850075,2868226254.833335
1477,1527,2016-05-16,2020-06-21,2,1237.44,6,559.4499999999999,192,1497,2016,618.72,87995.26487223167,49228950.93277
1478,1528,2016-03-17,2020-11-26,5,12148.31,26,3268.2099999999996,34,1715,2016,2429.662,345550.0892810902,1129330257.2893517
1479,1529,2018-05-19,2018-05-21,2,605.16,10,118.44,954,2,2018,302.58,43033.37090289607,5096872.449739011
1480,1530,2017-12-06,2020-06-21,3,12531.08,25,6570.120000000001,192,928,2017,4177.026666666667,594062.8521976148,3903064226.4805937
