,CustomerGender,ProductName,ProductPrice,CostOfGood,ProductCategory,CustomerCountry,CustomerContinent,OrderTime,OrderDay,OrderMonth,QuantitySold,discountPerQuantity,salePrice,OrderYear,ExpectedRevenue,PricePerQuantity,DiscountPercentage,dateOfPurchase
4118,Female,Chicken,32.0,21.12,Kids,China,Asia,13:23:00,21,July,4,0.07,119.04,2020,10.879999999999999,29.76,0.22,21 July 2020
4119,Female,Computer,254.0,182.88,Tools,Swaziland,Africa,12:10:00,26,June,5,0.09,1155.6999999999998,2018,71.12,231.13999999999996,0.04,26 June 2018
4120,Female,Shirt,199.0,61.69,Baby,Democratic Republic of the Congo,Africa,16:15:00,16,August,3,0.05,567.1500000000001,2019,137.31,189.05000000000004,0.03,16 August 2019
4121,Female,Cheese,676.0,378.56,Toys,Oman,Asia,22:12:00,20,January,6,0.08,3731.52,2020,297.44,621.92,0.01,20 January 2020
4122,Male,Bacon,827.0,454.85,Garden,Botswana,Africa,23:29:00,8,November,10,0.02,8104.6,2020,372.15,810.46,0.0,8 November 2020
4123,Female,Fish,755.0,211.4,Books,Turkmenistan,Asia,16:43:00,27,May,7,0.07,4915.05,2019,543.6,702.15,0.01,27 May 2019
4124,Female,Table,720.0,446.4,Movies,Mayotte,Africa,14:12:00,22,February,8,0.04,5529.6,2018,273.6,691.2,0.01,22 February 2018
4125,Male,Sausages,666.0,399.6,Home,French Guiana,South America,12:34:00,28,May,1,0.05,632.7,2019,266.4,632.7,0.01,28 May 2019
4126,Male,Car,181.0,123.08,Baby,South Korea,Asia,21:22:00,15,July,10,0.06,1701.4,2020,57.92,170.14000000000001,0.03,15 July 2020
4127,Female,Mouse,261.0,114.84,Home,Faroe Islands,Europe,15:58:00,16,February,7,0.08,1680.84,2020,146.16,240.11999999999998,0.03,16 February 2020
4128,Female,Chicken,708.0,523.92,Music,Turks and Caicos Islands,North America,21:37:00,27,January,2,0.02,1387.68,2017,184.08000000000004,693.84,0.0,27 January 2017
4129,Male,Gloves,240.0,124.8,Electronics,Botswana,Africa,10:30:00,11,November,4,0.01,950.4,2019,115.2,237.6,0.0,11 November 2019
4130,Female,Shirt,711.0,412.38,Baby,British Virgin Islands,North America,14:37:00,16,March,5,0.06,3341.7000000000003,2017,298.62,668.34,0.01,16 March 2017
4131,Female,Pizza,195.0,79.95,Sports,Saint Helena,Africa,10:41:00,11,May,9,0.1,1579.5,2019,115.05,175.5,0.05,11 May 2019
4132,Female,Ball,792.0,182.16,Tools,Uzbekistan,Asia,16:41:00,20,December,2,0.01,1568.16,2018,609.84,784.08,0.0,20 December 2018
4133,Female,Pants,648.0,187.92,Baby,New Zealand,Oceania,22:21:00,9,February,7,0.01,4490.639999999999,2017,460.08000000000004,641.5199999999999,0.0,9 February 2017
4134,Male,Hat,728.0,618.8,Industrial,Cocos Islands,Asia,20:32:00,20,September,5,0.04,3494.4,2019,109.20000000000005,698.88,0.01,20 September 2019
4135,Male,Ball,428.0,218.28,Garden,Tonga,Oceania,13:20:00,20,July,6,0.06,2413.92,2020,209.72,402.32,0.01,20 July 2020
4136,Female,Fish,945.0,330.75,Computers,Jamaica,North America,14:17:00,25,June,2,0.02,1852.2,2020,614.25,926.1,0.0,25 June 2020
4137,Male,Soap,54.0,39.96,Outdoors,Fiji,Oceania,21:48:00,4,May,2,0.07,100.44,2019,14.04,50.22,0.13,4 May 2019
4138,Male,Bike,509.0,142.51999999999998,Jewelery,Haiti,North America,10:51:00,14,March,2,0.02,997.64,2018,366.48,498.82,0.0,14 March 2018
4139,Female,Car,684.0,136.79999999999995,Electronics,Lebanon,Asia,17:57:00,19,April,3,0.06,1928.88,2017,547.2,642.96,0.01,19 April 2017
4140,Female,Chicken,419.0,196.93,Kids,Djibouti,Africa,18:54:00,4,September,6,0.02,2463.7200000000003,2020,222.07,410.62000000000006,0.0,4 September 2020
4141,Male,Table,109.0,42.510000000000005,Garden,Dominican Republic,North America,21:38:00,8,May,6,0.02,640.92,2016,66.49,106.82,0.02,8 May 2016
4142,Male,Tuna,811.0,218.97000000000003,Outdoors,Democratic Republic of the Congo,Africa,12:49:00,18,February,2,0.1,1459.8,2018,592.03,729.9,0.01,18 February 2018
4143,Male,Mouse,463.0,148.16000000000005,Music,Bahrain,Asia,13:12:00,2,October,6,0.09,2527.98,2019,314.8399999999999,421.33,0.02,2 October 2019
4144,Male,Tuna,431.0,90.51,Sports,Burkina Faso,Africa,16:24:00,23,November,9,0.01,3840.21,2019,340.49,426.69,0.0,23 November 2019
4145,Female,Chips,312.0,243.36,Health,Malawi,Africa,19:35:00,13,September,10,0.03,3026.4,2020,68.63999999999999,302.64,0.01,13 September 2020
4146,Female,Pizza,942.0,452.16,Kids,Isle of Man,Europe,14:19:00,20,February,9,0.01,8393.220000000001,2018,489.84,932.5800000000002,0.0,20 February 2018
4147,Female,Chair,311.0,214.59,Shoes,Kuwait,Asia,15:50:00,9,October,10,0.04,2985.6,2020,96.41,298.56,0.01,9 October 2020
4148,Male,Chicken,164.0,96.76,Industrial,South Korea,Asia,21:29:00,23,July,10,0.07,1525.2,2016,67.24,152.52,0.04,23 July 2016
4149,Male,Gloves,629.0,459.17,Outdoors,Bangladesh,Asia,17:27:00,17,December,9,0.02,5547.78,2017,169.82999999999998,616.42,0.0,17 December 2017
4150,Male,Hat,366.0,157.38,Kids,Sudan,Africa,17:56:00,8,September,6,0.03,2130.12,2020,208.62,355.02,0.01,8 September 2020
4151,Female,Chips,340.0,163.2,Games,British Indian Ocean Territory,Asia,15:45:00,29,October,9,0.09,2784.6,2019,176.8,309.4,0.03,29 October 2019
4152,Female,Fish,379.0,117.49,Garden,Mali,Africa,13:19:00,15,January,6,0.07,2114.82,2020,261.51,352.47,0.02,15 January 2020
4153,Female,Salad,830.0,199.20000000000005,Movies,Gabon,Africa,22:55:00,4,January,8,0.03,6440.8,2016,630.8,805.1,0.0,4 January 2016
4154,Male,Pizza,962.0,365.56,Books,France,Europe,15:33:00,17,January,3,0.04,2770.56,2016,596.44,923.52,0.0,17 January 2016
4155,Female,Hat,421.0,117.88,Clothing,Spain,Europe,13:29:00,21,November,9,0.1,3410.1,2017,303.12,378.9,0.02,21 November 2017
4156,Male,Computer,846.0,203.04,Health,Isle of Man,Europe,23:14:00,7,May,10,0.06,7952.4,2016,642.96,795.24,0.01,7 May 2016
4157,Female,Computer,317.0,171.18,Shoes,Gibraltar,Europe,16:18:00,3,September,4,0.09,1153.88,2017,145.82,288.47,0.03,3 September 2017
4158,Male,Salad,502.0,316.26,Health,Nepal,Asia,14:43:00,9,September,7,0.03,3408.58,2018,185.74,486.94,0.01,9 September 2018
4159,Male,Fish,676.0,223.08,Shoes,Armenia,Asia,17:40:00,5,November,6,0.03,3934.32,2019,452.91999999999996,655.72,0.0,5 November 2019
4160,Male,Shirt,40.0,33.2,Sports,Kyrgyzstan,Asia,16:22:00,17,July,1,0.1,36.0,2020,6.799999999999997,36.0,0.25,17 July 2020
4161,Female,Keyboard,557.0,261.79,Electronics,Canada,North America,16:38:00,19,December,4,0.09,2027.48,2019,295.21,506.87,0.02,19 December 2019
4162,Male,Table,14.0,10.78,Movies,Saint Vincent and the Grenadines,North America,10:39:00,28,April,4,0.08,51.52,2019,3.2200000000000006,12.88,0.57,28 April 2019
4163,Female,Tuna,120.0,69.6,Shoes,Equatorial Guinea,Africa,11:43:00,28,February,8,0.04,921.6,2016,50.400000000000006,115.2,0.03,28 February 2016
4164,Male,Ball,889.0,666.75,Kids,Lesotho,Africa,21:40:00,12,February,8,0.08,6543.04,2019,222.25,817.88,0.01,12 February 2019
4165,Female,Shirt,63.0,34.65,Automotive,Antarctica,Antarctica,15:16:00,19,February,8,0.1,453.6,2016,28.35,56.7,0.16,19 February 2016
4166,Female,Pizza,66.0,46.2,Baby,Thailand,Asia,14:10:00,22,June,4,0.07,245.52,2016,19.799999999999997,61.38,0.11,22 June 2016
4167,Female,Car,629.0,396.27,Grocery,Australia,Oceania,19:24:00,28,August,5,0.05,2987.75,2016,232.73000000000002,597.55,0.01,28 August 2016
4168,Female,Salad,384.0,103.68,Books,South Africa,Africa,12:42:00,29,October,5,0.06,1804.8,2018,280.32,360.96,0.02,29 October 2018
4169,Female,Sausages,112.0,84.0,Games,Colombia,South America,17:45:00,13,January,7,0.1,705.6,2018,28.0,100.8,0.09,13 January 2018
4170,Female,Ball,378.0,83.16000000000003,Computers,Gambia,Africa,22:44:00,24,June,4,0.08,1391.04,2018,294.84,347.76,0.02,24 June 2018
4171,Female,Soap,517.0,372.24,Music,United States Minor Outlying Islands,Oceania,23:47:00,17,March,8,0.1,3722.4,2020,144.76,465.3,0.02,17 March 2020
4172,Female,Shirt,930.0,604.5,Automotive,Palau,Oceania,18:21:00,1,April,4,0.02,3645.6,2017,325.5,911.4,0.0,1 April 2017
4173,Female,Pizza,830.0,572.7,Kids,Montenegro,Europe,18:31:00,21,December,10,0.06,7802.0,2017,257.29999999999995,780.2,0.01,21 December 2017
4174,Male,Soap,471.0,249.63,Toys,Mayotte,Africa,17:10:00,24,August,7,0.08,3033.24,2017,221.37,433.32,0.02,24 August 2017
4175,Male,Table,254.0,142.24,Health,Uganda,Africa,10:21:00,5,December,3,0.1,685.8,2016,111.75999999999999,228.6,0.04,5 December 2016
4176,Male,Bike,435.0,134.85000000000002,Games,Peru,South America,21:33:00,2,December,8,0.04,3340.8,2016,300.15,417.6,0.01,2 December 2016
4177,Male,Computer,709.0,163.07000000000005,Tools,Palau,Oceania,15:40:00,15,July,1,0.04,680.64,2019,545.93,680.64,0.01,15 July 2019
4178,Female,Fish,547.0,388.37,Sports,Tuvalu,Oceania,14:40:00,8,February,6,0.05,3117.9,2018,158.63,519.65,0.01,8 February 2018
4179,Male,Chair,54.0,18.36,Industrial,Denmark,Europe,20:10:00,19,February,3,0.05,153.89999999999998,2020,35.64,51.29999999999999,0.09,19 February 2020
4180,Female,Ball,590.0,312.7,Automotive,Solomon Islands,Oceania,10:31:00,23,June,3,0.06,1663.8000000000002,2018,277.3,554.6,0.01,23 June 2018
4181,Female,Chips,125.0,25.0,Games,Kazakhstan,Asia,12:40:00,1,January,2,0.09,227.5,2017,100.0,113.75,0.07,1 January 2017
4182,Female,Computer,266.0,148.95999999999998,Grocery,Cape Verde,Africa,13:10:00,7,August,9,0.08,2202.48,2017,117.04000000000002,244.72,0.03,7 August 2017
4183,Female,Computer,838.0,368.72,Automotive,Ukraine,Europe,17:28:00,29,May,5,0.1,3771.0,2020,469.28,754.2,0.01,29 May 2020
4184,Female,Tuna,336.0,141.12,Jewelery,Bolivia,South America,12:24:00,1,September,3,0.1,907.2,2020,194.88,302.40000000000003,0.03,1 September 2020
4185,Female,Cheese,999.0,339.66,Industrial,Poland,Europe,21:43:00,24,May,7,0.08,6433.56,2019,659.3399999999999,919.08,0.01,24 May 2019
4186,Female,Chair,479.0,311.35,Music,Vietnam,Asia,18:15:00,22,February,7,0.07,3118.29,2019,167.64999999999998,445.46999999999997,0.01,22 February 2019
4187,Male,Chair,457.0,210.22,Sports,Venezuela,South America,20:10:00,16,September,6,0.03,2659.74,2018,246.78,443.28999999999996,0.01,16 September 2018
4188,Female,Gloves,747.0,156.87,Sports,Taiwan,Asia,10:33:00,8,November,8,0.03,5796.72,2020,590.13,724.59,0.0,8 November 2020
4189,Male,Sausages,459.0,201.96,Industrial,South Korea,Asia,15:22:00,26,August,9,0.09,3759.21,2020,257.03999999999996,417.69,0.02,26 August 2020
4190,Female,Fish,605.0,502.15,Garden,Chad,Africa,13:30:00,29,March,8,0.1,4356.0,2019,102.85000000000002,544.5,0.02,29 March 2019
4191,Female,Hat,379.0,227.4,Computers,Albania,Europe,12:30:00,16,June,8,0.06,2850.08,2018,151.6,356.26,0.02,16 June 2018
4192,Female,Salad,6.0,4.2,Outdoors,Czech Republic,Europe,11:32:00,21,May,4,0.02,23.52,2017,1.7999999999999998,5.88,0.33,21 May 2017
4193,Female,Fish,947.0,577.6700000000001,Clothing,Bosnia and Herzegovina,Europe,10:28:00,30,April,4,0.06,3560.72,2018,369.3299999999999,890.18,0.01,30 April 2018
4194,Male,Table,439.0,193.16,Music,Gibraltar,Europe,23:29:00,3,October,10,0.08,4038.8,2017,245.84,403.88,0.02,3 October 2017
4195,Female,Mouse,664.0,358.56,Tools,Papua New Guinea,Oceania,15:10:00,16,August,7,0.01,4601.52,2020,305.44,657.36,0.0,16 August 2020
4196,Female,Chicken,921.0,414.45,Sports,Venezuela,South America,22:22:00,4,September,2,0.1,1657.8,2017,506.55,828.9,0.01,4 September 2017
4197,Female,Mouse,293.0,58.6,Books,Israel,Asia,22:55:00,29,August,2,0.06,550.84,2016,234.4,275.42,0.02,29 August 2016
4198,Female,Fish,417.0,191.82,Kids,Western Sahara,Africa,17:50:00,20,January,2,0.06,783.96,2020,225.18,391.98,0.01,20 January 2020
4199,Female,Shoes,881.0,493.36,Jewelery,Botswana,Africa,23:18:00,21,January,5,0.02,4316.9,2018,387.64,863.3799999999999,0.0,21 January 2018
4200,Male,Towels,346.0,93.42,Electronics,Palau,Oceania,21:23:00,17,September,4,0.06,1300.96,2019,252.57999999999998,325.24,0.02,17 September 2019
4201,Female,Keyboard,110.0,74.8,Beauty,Myanmar,Asia,21:59:00,8,May,3,0.08,303.6,2017,35.2,101.2,0.07,8 May 2017
4202,Male,Towels,862.0,577.54,Tools,Tunisia,Africa,16:52:00,4,July,5,0.1,3879.0,2019,284.46000000000004,775.8,0.01,4 July 2019
4203,Female,Gloves,993.0,198.6,Kids,Bhutan,Asia,22:49:00,15,June,6,0.09,5421.78,2016,794.4,903.63,0.01,15 June 2016
4204,Male,Pants,267.0,224.28,Industrial,Republic of the Congo,Africa,10:45:00,14,April,6,0.1,1441.8000000000002,2018,42.72,240.30000000000004,0.04,14 April 2018
4205,Male,Salad,464.0,315.52,Automotive,Haiti,North America,13:46:00,11,March,8,0.06,3489.28,2016,148.48000000000002,436.16,0.01,11 March 2016
4206,Male,Keyboard,61.0,32.94,Tools,Dominica,North America,10:36:00,26,April,1,0.07,56.73,2016,28.060000000000002,56.73,0.11,26 April 2016
4207,Male,Soap,281.0,165.79000000000002,Electronics,India,Asia,22:28:00,23,January,1,0.01,278.19,2018,115.20999999999998,278.19,0.0,23 January 2018
4208,Male,Gloves,109.0,29.430000000000007,Clothing,Serbia,Europe,21:28:00,9,January,3,0.03,317.19,2016,79.57,105.73,0.03,9 January 2016
4209,Male,Keyboard,909.0,627.21,Industrial,Macao,Asia,20:24:00,6,August,9,0.03,7935.57,2020,281.78999999999996,881.73,0.0,6 August 2020
4210,Female,Tuna,456.0,332.88,Beauty,Belize,North America,23:26:00,28,November,1,0.06,428.64,2019,123.12,428.64,0.01,28 November 2019
4211,Female,Pizza,916.0,476.32,Home,Anguilla,North America,21:43:00,7,December,5,0.01,4534.2,2019,439.68,906.8399999999999,0.0,7 December 2019
4212,Male,Chicken,660.0,455.4,Games,India,Asia,19:41:00,2,October,10,0.04,6336.0,2017,204.60000000000002,633.6,0.01,2 October 2017
4213,Male,Bacon,584.0,455.52,Sports,Hungary,Europe,13:50:00,16,August,7,0.03,3965.36,2016,128.48000000000002,566.48,0.01,16 August 2016
4214,Female,Keyboard,129.0,34.83,Tools,Anguilla,North America,14:38:00,24,September,2,0.09,234.78,2016,94.17,117.39,0.07,24 September 2016
4215,Male,Pizza,27.0,13.5,Home,Iceland,Europe,11:27:00,20,January,2,0.02,52.92,2017,13.5,26.46,0.07,20 January 2017
4216,Female,Chicken,97.0,25.22,Computers,Ireland,Europe,13:44:00,2,June,2,0.1,174.6,2016,71.78,87.3,0.1,2 June 2016
4217,Female,Computer,597.0,161.19,Kids,Cambodia,Asia,18:15:00,15,June,1,0.06,561.18,2016,435.81,561.18,0.01,15 June 2016
4218,Male,Shirt,484.0,183.92,Automotive,Rwanda,Africa,12:20:00,1,December,10,0.07,4501.2,2016,300.08000000000004,450.12,0.01,1 December 2016
4219,Female,Shoes,639.0,338.67,Movies,Guatemala,North America,14:57:00,7,February,7,0.03,4338.81,2018,300.33,619.83,0.0,7 February 2018
4220,Male,Salad,643.0,327.93,Outdoors,Tonga,Oceania,10:56:00,5,July,5,0.01,3182.8500000000004,2018,315.07,636.57,0.0,5 July 2018
4221,Male,Mouse,33.0,21.45,Tools,Mongolia,Asia,11:36:00,3,February,1,0.08,30.36,2018,11.55,30.36,0.24,3 February 2018
4222,Male,Bacon,976.0,771.04,Tools,Christmas Island,Asia,20:10:00,14,April,7,0.04,6558.72,2017,204.96000000000004,936.96,0.0,14 April 2017
4223,Female,Tuna,665.0,565.25,Health,Lithuania,Europe,22:46:00,22,August,4,0.01,2633.4,2019,99.75,658.35,0.0,22 August 2019
4224,Female,Tuna,679.0,224.07,Outdoors,Peru,South America,23:10:00,16,April,5,0.06,3191.3,2019,454.93,638.26,0.01,16 April 2019
4225,Female,Pants,121.0,93.17,Movies,Slovakia,Europe,11:58:00,29,December,1,0.08,111.32,2019,27.83,111.32,0.07,29 December 2019
4226,Male,Fish,686.0,500.78,Health,Saint Lucia,North America,11:38:00,25,December,6,0.08,3786.72,2016,185.22000000000003,631.12,0.01,25 December 2016
4227,Female,Computer,811.0,300.07,Books,American Samoa,Oceania,10:18:00,15,December,9,0.05,6934.05,2016,510.93,770.45,0.01,15 December 2016
4228,Male,Gloves,495.0,391.05,Movies,South Sudan,Africa,13:24:00,22,May,1,0.02,485.1,2018,103.94999999999999,485.1,0.0,22 May 2018
4229,Male,Bike,557.0,423.32,Beauty,Italy,Europe,15:24:00,20,July,8,0.02,4366.88,2016,133.68,545.86,0.0,20 July 2016
4230,Male,Chair,547.0,164.10000000000002,Music,East Timor,Oceania,17:38:00,29,November,10,0.1,4923.0,2020,382.9,492.3,0.02,29 November 2020
4231,Female,Computer,314.0,232.36,Home,Mozambique,Africa,10:18:00,11,January,9,0.09,2571.66,2020,81.63999999999999,285.74,0.03,11 January 2020
4232,Male,Pizza,971.0,475.79,Outdoors,Togo,Africa,19:53:00,6,May,5,0.03,4709.35,2019,495.21,941.8700000000001,0.0,6 May 2019
4233,Female,Bacon,153.0,45.900000000000006,Clothing,Belize,North America,12:29:00,26,October,1,0.1,137.7,2017,107.1,137.7,0.07,26 October 2017
4234,Female,Fish,22.0,7.48,Kids,Fiji,Oceania,21:12:00,26,February,7,0.1,138.6,2017,14.52,19.8,0.45,26 February 2017
4235,Male,Bike,713.0,570.4,Beauty,Ethiopia,Africa,23:45:00,25,August,7,0.07,4641.63,2017,142.60000000000002,663.09,0.01,25 August 2017
4236,Female,Car,971.0,378.69000000000005,Clothing,Egypt,Africa,17:58:00,1,April,8,0.1,6991.2,2020,592.31,873.9,0.01,1 April 2020
4237,Male,Pants,818.0,302.66,Computers,Wallis and Futuna,Oceania,17:40:00,28,March,9,0.06,6920.28,2018,515.3399999999999,768.92,0.01,28 March 2018
4238,Male,Shoes,143.0,108.68,Movies,Sierra Leone,Africa,12:18:00,18,February,9,0.07,1196.91,2017,34.31999999999999,132.99,0.05,18 February 2017
4239,Male,Chips,206.0,164.8,Baby,Greenland,North America,13:13:00,23,September,7,0.06,1355.48,2019,41.19999999999999,193.64000000000001,0.03,23 September 2019
4240,Female,Tuna,615.0,159.89999999999998,Health,Ethiopia,Africa,14:30:00,12,April,7,0.07,4003.650000000001,2017,455.1,571.9500000000002,0.01,12 April 2017
4241,Male,Keyboard,12.0,9.24,Electronics,Kyrgyzstan,Asia,10:30:00,7,April,2,0.02,23.52,2017,2.76,11.76,0.17,7 April 2017
4242,Male,Shirt,730.0,467.2,Outdoors,Algeria,Africa,14:37:00,29,April,6,0.01,4336.200000000001,2017,262.8,722.7000000000002,0.0,29 April 2017
4243,Male,Keyboard,210.0,111.3,Shoes,Antarctica,Antarctica,16:18:00,26,August,2,0.08,386.4,2017,98.7,193.2,0.04,26 August 2017
4244,Male,Chair,209.0,135.85,Beauty,Honduras,North America,18:31:00,4,November,1,0.07,194.37,2020,73.15,194.37,0.03,4 November 2020
4245,Male,Table,57.0,23.94,Clothing,Liechtenstein,Europe,12:17:00,7,August,9,0.02,502.74,2016,33.06,55.86,0.04,7 August 2016
4246,Female,Chicken,731.0,423.98,Computers,Taiwan,Asia,16:17:00,17,December,9,0.09,5986.89,2018,307.02,665.21,0.01,17 December 2018
4247,Male,Towels,446.0,115.95999999999998,Games,Jamaica,North America,21:15:00,17,July,4,0.03,1730.48,2017,330.04,432.62,0.01,17 July 2017
4248,Female,Pizza,296.0,115.44,Sports,Panama,North America,10:13:00,23,May,9,0.1,2397.6,2017,180.56,266.4,0.03,23 May 2017
4249,Male,Chicken,878.0,439.0,Tools,Wallis and Futuna,Oceania,15:51:00,6,January,6,0.04,5057.28,2016,439.0,842.88,0.0,6 January 2016
4250,Male,Mouse,452.0,113.0,Health,Bhutan,Asia,19:36:00,28,September,5,0.1,2034.0,2020,339.0,406.8,0.02,28 September 2020
4251,Female,Bacon,244.0,95.16,Music,Bangladesh,Asia,11:42:00,26,June,8,0.08,1795.84,2016,148.84,224.48,0.03,26 June 2016
4252,Female,Gloves,104.0,42.64,Books,Marshall Islands,Oceania,19:58:00,2,February,9,0.03,907.92,2018,61.36,100.88,0.03,2 February 2018
4253,Female,Bacon,124.0,80.6,Jewelery,Haiti,North America,11:14:00,27,March,5,0.08,570.4,2020,43.400000000000006,114.08,0.06,27 March 2020
4254,Male,Shirt,913.0,529.54,Games,"Bonaire, Saint Eustatius and Saba ",North America,19:33:00,9,March,6,0.07,5094.54,2019,383.46000000000004,849.09,0.01,9 March 2019
4255,Male,Computer,209.0,48.06999999999999,Sports,Papua New Guinea,Oceania,13:31:00,5,March,1,0.04,200.64,2017,160.93,200.64,0.02,5 March 2017
4256,Female,Pants,454.0,145.27999999999997,Industrial,Malta,Europe,15:26:00,13,January,4,0.09,1652.56,2016,308.72,413.14,0.02,13 January 2016
4257,Male,Soap,984.0,738.0,Computers,Cape Verde,Africa,11:33:00,16,September,6,0.08,5431.68,2018,246.0,905.2800000000001,0.01,16 September 2018
4258,Male,Bike,450.0,139.5,Clothing,Canada,North America,11:49:00,10,January,6,0.07,2511.0,2016,310.5,418.5,0.02,10 January 2016
4259,Male,Bacon,827.0,669.87,Home,Guatemala,North America,14:18:00,12,April,7,0.01,5731.110000000001,2020,157.13,818.7300000000001,0.0,12 April 2020
4260,Male,Salad,796.0,429.84,Sports,Anguilla,North America,19:31:00,10,August,10,0.04,7641.599999999999,2016,366.16,764.16,0.01,10 August 2016
4261,Female,Fish,620.0,390.6,Sports,United States,North America,18:41:00,12,September,5,0.04,2976.0,2016,229.39999999999998,595.2,0.01,12 September 2016
4262,Male,Computer,584.0,116.8,Shoes,Greenland,North America,17:20:00,27,June,9,0.03,5098.32,2016,467.2,566.48,0.01,27 June 2016
4263,Male,Pants,19.0,9.88,Beauty,Venezuela,South America,23:38:00,21,January,6,0.06,107.16,2018,9.12,17.86,0.32,21 January 2018
4264,Male,Gloves,570.0,473.1,Tools,Ivory Coast,Africa,13:37:00,9,April,2,0.09,1037.4,2019,96.89999999999998,518.7,0.02,9 April 2019
4265,Female,Pants,717.0,265.29,Tools,Fiji,Oceania,12:40:00,22,February,8,0.03,5563.92,2016,451.71,695.49,0.0,22 February 2016
4266,Male,Chicken,440.0,114.39999999999998,Automotive,Belarus,Europe,20:20:00,17,January,6,0.01,2613.6000000000004,2018,325.6,435.6000000000001,0.0,17 January 2018
4267,Female,Table,356.0,234.96,Tools,Grenada,North America,13:57:00,19,April,4,0.02,1395.52,2016,121.03999999999999,348.88,0.01,19 April 2016
4268,Male,Chicken,294.0,152.88,Garden,Antigua and Barbuda,North America,19:39:00,29,September,8,0.1,2116.8,2017,141.12,264.6,0.03,29 September 2017
4269,Male,Keyboard,265.0,116.6,Music,Brazil,South America,17:56:00,27,June,4,0.07,985.8,2019,148.4,246.45,0.03,27 June 2019
4270,Male,Hat,502.0,210.84,Games,Kuwait,Asia,15:57:00,20,August,4,0.07,1867.44,2017,291.15999999999997,466.86,0.01,20 August 2017
4271,Male,Chips,1000.0,800.0,Kids,Lithuania,Europe,10:29:00,23,July,7,0.02,6860.0,2018,200.0,980.0,0.0,23 July 2018
4272,Male,Shirt,676.0,432.64,Industrial,Kenya,Africa,14:26:00,11,April,6,0.07,3772.08,2018,243.36,628.68,0.01,11 April 2018
4273,Male,Mouse,673.0,269.2,Electronics,Palestinian Territory,Asia,19:35:00,15,July,2,0.01,1332.54,2018,403.8,666.27,0.0,15 July 2018
4274,Male,Chips,383.0,202.99,Tools,French Polynesia,Oceania,20:12:00,10,October,2,0.08,704.72,2018,180.01,352.36,0.02,10 October 2018
4275,Female,Car,784.0,431.2,Grocery,French Polynesia,Oceania,16:44:00,7,October,6,0.09,4280.64,2019,352.8,713.44,0.01,7 October 2019
4276,Female,Cheese,249.0,209.16,Baby,Sierra Leone,Africa,23:15:00,25,September,7,0.08,1603.56,2018,39.84,229.07999999999998,0.03,25 September 2018
4277,Female,Pizza,934.0,289.54,Industrial,Brazil,South America,16:46:00,19,March,9,0.1,7565.400000000001,2019,644.46,840.6,0.01,19 March 2019
4278,Male,Salad,826.0,446.04,Movies,Germany,Europe,13:20:00,25,April,9,0.02,7285.32,2017,379.96,809.48,0.0,25 April 2017
4279,Male,Hat,738.0,405.9,Beauty,South Sudan,Africa,14:40:00,3,June,8,0.08,5431.68,2019,332.1,678.96,0.01,3 June 2019
4280,Male,Ball,169.0,138.57999999999998,Kids,Cameroon,Africa,17:12:00,5,July,6,0.1,912.6,2020,30.420000000000016,152.1,0.06,5 July 2020
4281,Male,Bike,313.0,228.49,Automotive,Haiti,North America,12:41:00,13,May,6,0.09,1708.98,2016,84.50999999999999,284.83,0.03,13 May 2016
4282,Female,Bike,484.0,203.28,Grocery,Lithuania,Europe,21:50:00,27,November,2,0.09,880.88,2018,280.72,440.44,0.02,27 November 2018
4283,Male,Shirt,562.0,140.5,Baby,El Salvador,North America,21:59:00,29,May,9,0.1,4552.2,2019,421.5,505.79999999999995,0.02,29 May 2019
4284,Male,Towels,768.0,422.4,Automotive,Dominican Republic,North America,14:31:00,15,September,3,0.02,2257.92,2020,345.6,752.64,0.0,15 September 2020
4285,Female,Shirt,683.0,341.5,Shoes,Kenya,Africa,12:15:00,22,August,3,0.05,1946.55,2020,341.5,648.85,0.01,22 August 2020
4286,Female,Keyboard,486.0,189.54,Computers,Zimbabwe,Africa,14:47:00,9,May,10,0.1,4374.0,2016,296.46000000000004,437.4,0.02,9 May 2016
4287,Female,Cheese,530.0,233.2,Kids,Seychelles,Africa,22:49:00,25,November,7,0.02,3635.8,2016,296.8,519.4,0.0,25 November 2016
4288,Male,Cheese,771.0,400.92,Jewelery,Trinidad and Tobago,North America,18:36:00,13,November,10,0.03,7478.7,2019,370.08,747.87,0.0,13 November 2019
4289,Male,Towels,602.0,373.24,Health,British Virgin Islands,North America,19:10:00,9,December,10,0.05,5719.0,2016,228.76,571.9,0.01,9 December 2016
4290,Female,Towels,333.0,126.54,Grocery,Canada,North America,11:13:00,25,February,9,0.03,2907.09,2020,206.45999999999998,323.01,0.01,25 February 2020
4291,Male,Keyboard,834.0,617.16,Outdoors,Indonesia,Asia,16:35:00,10,February,7,0.08,5370.96,2019,216.84000000000003,767.28,0.01,10 February 2019
4292,Male,Shoes,641.0,141.01999999999998,Toys,Cyprus,Europe,18:31:00,7,May,6,0.04,3692.16,2019,499.98,615.36,0.01,7 May 2019
4293,Female,Soap,120.0,67.2,Movies,Canada,North America,19:43:00,1,April,9,0.07,1004.4,2018,52.8,111.6,0.06,1 April 2018
4294,Male,Table,344.0,192.64,Electronics,Reunion,Africa,17:18:00,14,December,7,0.06,2263.52,2017,151.36,323.36,0.02,14 December 2017
